Entity,Code,Day,people_fully_vaccinated_per_hundred
Minnesota,,2021-02-13,3.65
Minnesota,,2021-02-14,3.97
Minnesota,,2021-02-16,4.19
Minnesota,,2021-02-17,4.26
Minnesota,,2021-02-18,4.56
Minnesota,,2021-02-19,5.21
Minnesota,,2021-02-20,5.7
Minnesota,,2021-02-21,6.11
Minnesota,,2021-02-22,6.14
Minnesota,,2021-02-23,6.5
Minnesota,,2021-02-24,6.65
Minnesota,,2021-02-25,6.93
Minnesota,,2021-02-26,7.29
Minnesota,,2021-02-27,7.74
Minnesota,,2021-02-28,8.08
Minnesota,,2021-03-01,8.33
Minnesota,,2021-03-02,8.45
Minnesota,,2021-03-03,8.66
Minnesota,,2021-03-04,8.93
Minnesota,,2021-03-05,9.29
Minnesota,,2021-03-06,9.71
Minnesota,,2021-03-07,10.01
Minnesota,,2021-03-08,10.51
Minnesota,,2021-03-09,10.71
Minnesota,,2021-03-10,10.95
Minnesota,,2021-03-11,11.46
Minnesota,,2021-03-12,11.79
Minnesota,,2021-03-13,12.68
Minnesota,,2021-03-14,12.69
Minnesota,,2021-03-15,13.03
Minnesota,,2021-03-16,13.12
Minnesota,,2021-03-17,13.45
Minnesota,,2021-03-18,13.79
Minnesota,,2021-03-19,14.25
Minnesota,,2021-03-20,14.76
Minnesota,,2021-03-21,15.2
Minnesota,,2021-03-22,15.42
Minnesota,,2021-03-23,15.51
Minnesota,,2021-03-24,15.68
Minnesota,,2021-03-25,15.98
Minnesota,,2021-03-26,16.44
Minnesota,,2021-03-27,17.04
Minnesota,,2021-03-28,17.76
Minnesota,,2021-03-29,18.05
Minnesota,,2021-03-30,18.29
Minnesota,,2021-03-31,18.81
Minnesota,,2021-04-01,19.29
Minnesota,,2021-04-02,19.87
Minnesota,,2021-04-03,20.64
Minnesota,,2021-04-04,21.28
Minnesota,,2021-04-05,21.7
Minnesota,,2021-04-06,21.82
Minnesota,,2021-04-07,22.3
Minnesota,,2021-04-08,22.82
Minnesota,,2021-04-09,23.55
Minnesota,,2021-04-10,24.1
Mississippi,,2021-01-12,0.16
Mississippi,,2021-01-13,0.19
Mississippi,,2021-01-15,0.28
Mississippi,,2021-01-19,0.32
Mississippi,,2021-01-20,0.34
Mississippi,,2021-01-21,0.39
Mississippi,,2021-01-22,0.45
Mississippi,,2021-01-23,0.45
Mississippi,,2021-01-24,0.53
Mississippi,,2021-01-25,0.54
Mississippi,,2021-01-26,0.54
Mississippi,,2021-01-27,0.59
Mississippi,,2021-01-28,0.65
Mississippi,,2021-01-29,0.72
Mississippi,,2021-01-30,0.77
Mississippi,,2021-01-31,0.82
Mississippi,,2021-02-01,0.84
Mississippi,,2021-02-02,0.85
Mississippi,,2021-02-03,0.93
Mississippi,,2021-02-04,0.93
Mississippi,,2021-02-05,1.26
Mississippi,,2021-02-06,1.6
Mississippi,,2021-02-07,1.89
Mississippi,,2021-02-08,1.99
Mississippi,,2021-02-09,2.02
Mississippi,,2021-02-10,2.28
Mississippi,,2021-02-11,2.65
Mississippi,,2021-02-12,3.01
Mississippi,,2021-02-13,3.48
Mississippi,,2021-02-14,3.84
Mississippi,,2021-02-16,4.02
Mississippi,,2021-02-17,4.02
Mississippi,,2021-02-18,4.02
Mississippi,,2021-02-19,4.43
Mississippi,,2021-02-20,4.56
Mississippi,,2021-02-21,4.72
Mississippi,,2021-02-22,4.98
Mississippi,,2021-02-23,5.09
Mississippi,,2021-02-24,5.46
Mississippi,,2021-02-25,5.48
Mississippi,,2021-02-26,6.23
Mississippi,,2021-02-27,6.65
Mississippi,,2021-02-28,7.08
Mississippi,,2021-03-01,7.39
Mississippi,,2021-03-02,7.53
Mississippi,,2021-03-03,7.81
Mississippi,,2021-03-04,8.11
Mississippi,,2021-03-05,8.46
Mississippi,,2021-03-06,8.73
Mississippi,,2021-03-07,9.05
Mississippi,,2021-03-08,9.37
Mississippi,,2021-03-09,9.42
Mississippi,,2021-03-10,9.74
Mississippi,,2021-03-11,10.03
Mississippi,,2021-03-12,10.04
Mississippi,,2021-03-13,10.96
Mississippi,,2021-03-14,10.96
Mississippi,,2021-03-15,11.06
Mississippi,,2021-03-16,11.08
Mississippi,,2021-03-17,11.28
Mississippi,,2021-03-18,11.53
Mississippi,,2021-03-19,11.62
Mississippi,,2021-03-20,11.95
Mississippi,,2021-03-21,12.3
Mississippi,,2021-03-22,12.4
Mississippi,,2021-03-23,12.44
Mississippi,,2021-03-24,12.78
Mississippi,,2021-03-25,13.19
Mississippi,,2021-03-26,13.21
Mississippi,,2021-03-27,13.9
Mississippi,,2021-03-28,13.94
Mississippi,,2021-03-29,14.71
Mississippi,,2021-03-30,14.76
Mississippi,,2021-03-31,15.15
Mississippi,,2021-04-01,15.19
Mississippi,,2021-04-02,15.78
Mississippi,,2021-04-03,16.34
Mississippi,,2021-04-04,16.82
Mississippi,,2021-04-05,16.82
Mississippi,,2021-04-06,16.95
Mississippi,,2021-04-07,17.32
Mississippi,,2021-04-08,17.77
Mississippi,,2021-04-09,18.19
Mississippi,,2021-04-10,18.7
Missouri,,2021-01-12,0.36
Missouri,,2021-01-13,0.36
Missouri,,2021-01-15,0.6
Missouri,,2021-01-19,0.74
Missouri,,2021-01-20,0.8
Missouri,,2021-01-21,0.96
Missouri,,2021-01-22,1.09
Missouri,,2021-01-23,1.12
Missouri,,2021-01-24,1.19
Missouri,,2021-01-25,1.24
Missouri,,2021-01-26,1.25
Missouri,,2021-01-27,1.3
Missouri,,2021-01-28,1.4
Missouri,,2021-01-29,1.51
Missouri,,2021-01-30,1.51
Missouri,,2021-01-31,1.63
Missouri,,2021-02-01,1.68
Missouri,,2021-02-02,1.7
Missouri,,2021-02-03,1.74
Missouri,,2021-02-04,1.83
Missouri,,2021-02-05,1.93
Missouri,,2021-02-06,2.11
Missouri,,2021-02-07,2.3
Missouri,,2021-02-08,2.38
Missouri,,2021-02-09,2.4
Missouri,,2021-02-10,2.53
Missouri,,2021-02-11,2.66
Missouri,,2021-02-12,2.82
Missouri,,2021-02-13,3.35
Missouri,,2021-02-14,3.67
Missouri,,2021-02-16,3.89
Missouri,,2021-02-17,3.99
Missouri,,2021-02-18,4.22
Missouri,,2021-02-19,4.81
Missouri,,2021-02-20,5.03
Missouri,,2021-02-21,5.48
Missouri,,2021-02-22,5.36
Missouri,,2021-02-23,5.43
Missouri,,2021-02-24,5.65
Missouri,,2021-02-25,5.93
Missouri,,2021-02-26,6.18
Missouri,,2021-02-27,6.71
Missouri,,2021-02-28,6.73
Missouri,,2021-03-01,7.22
Missouri,,2021-03-02,7.26
Missouri,,2021-03-03,7.45
Missouri,,2021-03-04,7.75
Missouri,,2021-03-05,8.03
Missouri,,2021-03-06,8.31
Missouri,,2021-03-07,8.57
Missouri,,2021-03-08,8.82
Missouri,,2021-03-09,8.87
Missouri,,2021-03-10,9.2
Missouri,,2021-03-11,9.48
Missouri,,2021-03-12,9.75
Missouri,,2021-03-13,10.31
Missouri,,2021-03-14,10.32
Missouri,,2021-03-15,10.55
Missouri,,2021-03-16,10.62
Missouri,,2021-03-17,10.8
Missouri,,2021-03-18,11.1
Missouri,,2021-03-19,11.37
Missouri,,2021-03-20,11.66
Missouri,,2021-03-21,12.01
Missouri,,2021-03-22,12.24
Missouri,,2021-03-23,12.35
Missouri,,2021-03-24,12.57
Missouri,,2021-03-25,12.87
Missouri,,2021-03-26,13.2
Missouri,,2021-03-27,13.63
Missouri,,2021-03-28,14.16
Missouri,,2021-03-29,14.48
Missouri,,2021-03-30,14.65
Missouri,,2021-03-31,15.06
Missouri,,2021-04-01,15.55
Missouri,,2021-04-02,16.25
Missouri,,2021-04-03,16.74
Missouri,,2021-04-04,17.24
Missouri,,2021-04-05,17.56
Missouri,,2021-04-06,17.62
Missouri,,2021-04-07,17.95
Missouri,,2021-04-08,18.56
Missouri,,2021-04-09,18.99
Missouri,,2021-04-10,19.58
Montana,,2021-01-12,0.55
Montana,,2021-01-13,0.64
Montana,,2021-01-15,0.77
Montana,,2021-01-19,0.81
Montana,,2021-01-20,0.85
Montana,,2021-01-21,0.93
Montana,,2021-01-22,1.11
Montana,,2021-01-23,1.24
Montana,,2021-01-24,1.32
Montana,,2021-01-25,1.32
Montana,,2021-01-26,1.33
Montana,,2021-01-27,1.44
Montana,,2021-01-28,1.7
Montana,,2021-01-29,1.97
Montana,,2021-01-30,2.23
Montana,,2021-01-31,2.33
Montana,,2021-02-01,2.38
Montana,,2021-02-02,2.42
Montana,,2021-02-03,2.46
Montana,,2021-02-04,2.71
Montana,,2021-02-05,2.88
Montana,,2021-02-06,3.2
Montana,,2021-02-07,3.39
Montana,,2021-02-08,3.42
Montana,,2021-02-09,3.45
Montana,,2021-02-10,3.55
Montana,,2021-02-11,3.72
Montana,,2021-02-12,3.92
Montana,,2021-02-13,4.2
Montana,,2021-02-14,4.56
Montana,,2021-02-16,4.71
Montana,,2021-02-17,4.8
Montana,,2021-02-18,4.98
Montana,,2021-02-19,5.86
Montana,,2021-02-20,6.23
Montana,,2021-02-21,6.63
Montana,,2021-02-22,6.76
Montana,,2021-02-23,6.84
Montana,,2021-02-24,7.04
Montana,,2021-02-25,7.31
Montana,,2021-02-26,7.65
Montana,,2021-02-27,8.16
Montana,,2021-02-28,8.68
Montana,,2021-03-01,8.77
Montana,,2021-03-02,8.86
Montana,,2021-03-03,9.08
Montana,,2021-03-04,9.52
Montana,,2021-03-05,10.04
Montana,,2021-03-06,10.62
Montana,,2021-03-07,11.24
Montana,,2021-03-08,11.5
Montana,,2021-03-09,11.57
Montana,,2021-03-10,11.8
Montana,,2021-03-11,12.26
Montana,,2021-03-12,12.77
Montana,,2021-03-13,13.42
Montana,,2021-03-14,13.92
Montana,,2021-03-15,14.12
Montana,,2021-03-16,14.26
Montana,,2021-03-17,14.43
Montana,,2021-03-18,14.68
Montana,,2021-03-19,15
Montana,,2021-03-20,15.4
Montana,,2021-03-21,15.74
Montana,,2021-03-22,15.96
Montana,,2021-03-23,15.96
Montana,,2021-03-24,16.18
Montana,,2021-03-25,16.47
Montana,,2021-03-26,16.92
Montana,,2021-03-27,17.41
Montana,,2021-03-28,18.03
Montana,,2021-03-29,18.22
Montana,,2021-03-30,18.32
Montana,,2021-03-31,19.19
Montana,,2021-04-01,19.69
Montana,,2021-04-02,20.15
Montana,,2021-04-03,20.78
Montana,,2021-04-04,21.42
Montana,,2021-04-05,21.61
Montana,,2021-04-06,21.65
Montana,,2021-04-07,22.05
Montana,,2021-04-08,22.54
Montana,,2021-04-09,23.2
Montana,,2021-04-10,23.89
Nebraska,,2021-01-12,0.44
Nebraska,,2021-01-13,0.54
Nebraska,,2021-01-15,0.67
Nebraska,,2021-01-19,0.72
Nebraska,,2021-01-20,0.75
Nebraska,,2021-01-21,0.84
Nebraska,,2021-01-22,0.93
Nebraska,,2021-01-23,1.02
Nebraska,,2021-01-24,1.15
Nebraska,,2021-01-25,1.17
Nebraska,,2021-01-26,1.19
Nebraska,,2021-01-27,1.27
Nebraska,,2021-01-28,1.67
Nebraska,,2021-01-29,1.93
Nebraska,,2021-01-30,2.12
Nebraska,,2021-01-31,2.26
Nebraska,,2021-02-01,2.36
Nebraska,,2021-02-02,2.41
Nebraska,,2021-02-03,2.53
Nebraska,,2021-02-04,2.71
Nebraska,,2021-02-05,2.86
Nebraska,,2021-02-06,3.1
Nebraska,,2021-02-07,3.41
Nebraska,,2021-02-08,3.5
Nebraska,,2021-02-09,3.52
Nebraska,,2021-02-10,3.65
Nebraska,,2021-02-11,3.81
Nebraska,,2021-02-12,4.08
Nebraska,,2021-02-13,4.33
Nebraska,,2021-02-14,4.57
Nebraska,,2021-02-16,4.66
Nebraska,,2021-02-17,4.76
Nebraska,,2021-02-18,4.99
Nebraska,,2021-02-19,5.72
Nebraska,,2021-02-20,5.92
Nebraska,,2021-02-21,6.12
Nebraska,,2021-02-22,6.12
Nebraska,,2021-02-23,6.34
Nebraska,,2021-02-24,6.71
Nebraska,,2021-02-25,7.05
Nebraska,,2021-02-26,7.43
Nebraska,,2021-02-27,7.47
Nebraska,,2021-02-28,8.21
Nebraska,,2021-03-01,8.26
Nebraska,,2021-03-02,8.4
Nebraska,,2021-03-03,8.69
Nebraska,,2021-03-04,9.07
Nebraska,,2021-03-05,9.57
Nebraska,,2021-03-06,9.6
Nebraska,,2021-03-07,10.03
Nebraska,,2021-03-08,10.55
Nebraska,,2021-03-09,10.82
Nebraska,,2021-03-10,11.12
Nebraska,,2021-03-11,11.71
Nebraska,,2021-03-12,12.43
Nebraska,,2021-03-13,12.79
Nebraska,,2021-03-14,12.79
Nebraska,,2021-03-15,12.99
Nebraska,,2021-03-16,13.36
Nebraska,,2021-03-17,13.74
Nebraska,,2021-03-18,14.28
Nebraska,,2021-03-19,14.8
Nebraska,,2021-03-20,14.82
Nebraska,,2021-03-21,15.02
Nebraska,,2021-03-22,15.25
Nebraska,,2021-03-23,15.4
Nebraska,,2021-03-24,15.61
Nebraska,,2021-03-25,15.96
Nebraska,,2021-03-26,16.48
Nebraska,,2021-03-27,16.51
Nebraska,,2021-03-28,16.98
Nebraska,,2021-03-29,17.43
Nebraska,,2021-03-30,17.98
Nebraska,,2021-03-31,18.71
Nebraska,,2021-04-01,19.29
Nebraska,,2021-04-02,19.88
Nebraska,,2021-04-03,19.91
Nebraska,,2021-04-04,20.41
Nebraska,,2021-04-05,20.8
Nebraska,,2021-04-06,21.12
Nebraska,,2021-04-07,21.55
Nebraska,,2021-04-08,22.03
Nebraska,,2021-04-09,22.67
Nebraska,,2021-04-10,22.71
Nevada,,2021-01-12,0.28
Nevada,,2021-01-13,0.28
Nevada,,2021-01-15,0.5
Nevada,,2021-01-19,0.54
Nevada,,2021-01-20,0.56
Nevada,,2021-01-21,0.63
Nevada,,2021-01-22,0.66
Nevada,,2021-01-23,0.68
Nevada,,2021-01-24,0.72
Nevada,,2021-01-25,0.72
Nevada,,2021-01-26,0.73
Nevada,,2021-01-27,0.77
Nevada,,2021-01-28,0.85
Nevada,,2021-01-29,0.95
Nevada,,2021-01-30,1.03
Nevada,,2021-01-31,1.1
Nevada,,2021-02-01,1.15
Nevada,,2021-02-02,1.22
Nevada,,2021-02-03,1.34
Nevada,,2021-02-04,1.48
Nevada,,2021-02-05,1.62
Nevada,,2021-02-06,1.83
Nevada,,2021-02-07,2.03
Nevada,,2021-02-08,2.17
Nevada,,2021-02-09,2.2
Nevada,,2021-02-10,2.37
Nevada,,2021-02-11,2.52
Nevada,,2021-02-12,2.71
Nevada,,2021-02-13,2.94
Nevada,,2021-02-14,3.2
Nevada,,2021-02-16,3.5
Nevada,,2021-02-17,3.57
Nevada,,2021-02-18,3.83
Nevada,,2021-02-19,4.5
Nevada,,2021-02-20,5.11
Nevada,,2021-02-21,5.37
Nevada,,2021-02-22,5.67
Nevada,,2021-02-23,5.91
Nevada,,2021-02-24,6.04
Nevada,,2021-02-25,6.25
Nevada,,2021-02-26,6.61
Nevada,,2021-02-27,7.02
Nevada,,2021-02-28,7.33
Nevada,,2021-03-01,7.74
Nevada,,2021-03-02,7.87
Nevada,,2021-03-03,8.03
Nevada,,2021-03-04,8.23
Nevada,,2021-03-05,8.48
Nevada,,2021-03-06,8.82
Nevada,,2021-03-07,9.17
Nevada,,2021-03-08,9.57
Nevada,,2021-03-09,9.69
Nevada,,2021-03-10,9.88
Nevada,,2021-03-11,10.28
Nevada,,2021-03-12,10.66
Nevada,,2021-03-13,11.04
Nevada,,2021-03-14,11.45
Nevada,,2021-03-15,11.7
Nevada,,2021-03-16,11.8
Nevada,,2021-03-17,12.04
Nevada,,2021-03-18,12.3
Nevada,,2021-03-19,12.55
Nevada,,2021-03-20,12.93
Nevada,,2021-03-21,13.33
Nevada,,2021-03-22,13.54
Nevada,,2021-03-23,13.59
Nevada,,2021-03-24,13.74
Nevada,,2021-03-25,14.09
Nevada,,2021-03-26,14.49
Nevada,,2021-03-27,14.9
Nevada,,2021-03-28,15.34
Nevada,,2021-03-29,15.71
Nevada,,2021-03-30,15.81
Nevada,,2021-03-31,15.98
Nevada,,2021-04-01,16.29
Nevada,,2021-04-02,16.71
Nevada,,2021-04-03,17.24
Nevada,,2021-04-04,17.81
Nevada,,2021-04-05,18.15
Nevada,,2021-04-06,18.21
Nevada,,2021-04-07,18.5
Nevada,,2021-04-08,19.03
Nevada,,2021-04-09,19.61
Nevada,,2021-04-10,20.27
New Hampshire,,2021-01-12,0
New Hampshire,,2021-01-13,0
New Hampshire,,2021-01-15,0.42
New Hampshire,,2021-01-19,0.52
New Hampshire,,2021-01-20,0.59
New Hampshire,,2021-01-21,0.76
New Hampshire,,2021-01-22,0.92
New Hampshire,,2021-01-23,0.97
New Hampshire,,2021-01-24,0.98
New Hampshire,,2021-01-25,1.02
New Hampshire,,2021-01-26,1.14
New Hampshire,,2021-01-27,1.34
New Hampshire,,2021-01-28,1.6
New Hampshire,,2021-01-29,1.84
New Hampshire,,2021-01-30,2.03
New Hampshire,,2021-01-31,2.19
New Hampshire,,2021-02-01,2.24
New Hampshire,,2021-02-02,2.38
New Hampshire,,2021-02-03,2.51
New Hampshire,,2021-02-04,2.71
New Hampshire,,2021-02-05,2.98
New Hampshire,,2021-02-06,3.23
New Hampshire,,2021-02-07,3.35
New Hampshire,,2021-02-08,3.39
New Hampshire,,2021-02-09,3.49
New Hampshire,,2021-02-10,3.72
New Hampshire,,2021-02-11,3.91
New Hampshire,,2021-02-12,4.1
New Hampshire,,2021-02-13,4.37
New Hampshire,,2021-02-14,4.53
New Hampshire,,2021-02-16,4.8
New Hampshire,,2021-02-17,4.86
New Hampshire,,2021-02-18,5.12
New Hampshire,,2021-02-19,5.5
New Hampshire,,2021-02-20,5.76
New Hampshire,,2021-02-21,5.99
New Hampshire,,2021-02-22,6.27
New Hampshire,,2021-02-23,6.35
New Hampshire,,2021-02-24,6.54
New Hampshire,,2021-02-25,6.74
New Hampshire,,2021-02-26,6.97
New Hampshire,,2021-02-27,7.18
New Hampshire,,2021-02-28,7.35
New Hampshire,,2021-03-01,7.37
New Hampshire,,2021-03-02,7.44
New Hampshire,,2021-03-03,7.61
New Hampshire,,2021-03-04,7.84
New Hampshire,,2021-03-05,8.06
New Hampshire,,2021-03-06,8.41
New Hampshire,,2021-03-07,8.62
New Hampshire,,2021-03-08,8.83
New Hampshire,,2021-03-09,9.08
New Hampshire,,2021-03-10,9.44
New Hampshire,,2021-03-11,9.91
New Hampshire,,2021-03-12,10.36
New Hampshire,,2021-03-13,11.08
New Hampshire,,2021-03-14,11.45
New Hampshire,,2021-03-15,11.63
New Hampshire,,2021-03-16,11.84
New Hampshire,,2021-03-17,12
New Hampshire,,2021-03-18,12.33
New Hampshire,,2021-03-19,12.69
New Hampshire,,2021-03-20,13.09
New Hampshire,,2021-03-21,13.6
New Hampshire,,2021-03-22,14.01
New Hampshire,,2021-03-23,14.32
New Hampshire,,2021-03-24,14.72
New Hampshire,,2021-03-25,15.19
New Hampshire,,2021-03-26,15.56
New Hampshire,,2021-03-27,16.15
New Hampshire,,2021-03-28,16.79
New Hampshire,,2021-03-29,16.99
New Hampshire,,2021-03-30,17.22
New Hampshire,,2021-03-31,17.64
New Hampshire,,2021-04-01,18.19
New Hampshire,,2021-04-02,18.56
New Hampshire,,2021-04-03,19.2
New Hampshire,,2021-04-04,19.73
New Hampshire,,2021-04-05,19.87
New Hampshire,,2021-04-06,20.1
New Hampshire,,2021-04-07,20.78
New Hampshire,,2021-04-08,21.56
New Hampshire,,2021-04-09,22.16
New Hampshire,,2021-04-10,23.07
New Jersey,,2021-01-12,0.16
New Jersey,,2021-01-13,0.3
New Jersey,,2021-01-15,0.41
New Jersey,,2021-01-19,0.49
New Jersey,,2021-01-20,0.56
New Jersey,,2021-01-21,0.56
New Jersey,,2021-01-22,0.63
New Jersey,,2021-01-23,0.69
New Jersey,,2021-01-24,0.73
New Jersey,,2021-01-25,0.78
New Jersey,,2021-01-26,0.81
New Jersey,,2021-01-27,0.9
New Jersey,,2021-01-28,0.99
New Jersey,,2021-01-29,1.22
New Jersey,,2021-01-30,1.33
New Jersey,,2021-01-31,1.39
New Jersey,,2021-02-01,1.44
New Jersey,,2021-02-02,1.54
New Jersey,,2021-02-03,1.64
New Jersey,,2021-02-04,1.64
New Jersey,,2021-02-05,1.77
New Jersey,,2021-02-06,2.24
New Jersey,,2021-02-07,2.37
New Jersey,,2021-02-08,2.49
New Jersey,,2021-02-09,2.71
New Jersey,,2021-02-10,2.93
New Jersey,,2021-02-11,3.15
New Jersey,,2021-02-12,3.44
New Jersey,,2021-02-13,3.75
New Jersey,,2021-02-14,3.95
New Jersey,,2021-02-16,4.32
New Jersey,,2021-02-17,4.58
New Jersey,,2021-02-18,4.88
New Jersey,,2021-02-19,5.17
New Jersey,,2021-02-20,5.46
New Jersey,,2021-02-21,5.75
New Jersey,,2021-02-22,6.21
New Jersey,,2021-02-23,6.49
New Jersey,,2021-02-24,6.75
New Jersey,,2021-02-25,7.11
New Jersey,,2021-02-26,7.55
New Jersey,,2021-02-27,7.89
New Jersey,,2021-02-28,8.13
New Jersey,,2021-03-01,8.22
New Jersey,,2021-03-02,8.54
New Jersey,,2021-03-03,8.77
New Jersey,,2021-03-04,9.02
New Jersey,,2021-03-05,9.34
New Jersey,,2021-03-06,9.65
New Jersey,,2021-03-07,9.89
New Jersey,,2021-03-08,10.11
New Jersey,,2021-03-09,10.4
New Jersey,,2021-03-10,10.73
New Jersey,,2021-03-11,11.24
New Jersey,,2021-03-12,11.57
New Jersey,,2021-03-13,11.98
New Jersey,,2021-03-14,12.22
New Jersey,,2021-03-15,12.44
New Jersey,,2021-03-16,12.72
New Jersey,,2021-03-17,13.09
New Jersey,,2021-03-18,13.49
New Jersey,,2021-03-19,13.82
New Jersey,,2021-03-20,14.16
New Jersey,,2021-03-21,14.46
New Jersey,,2021-03-22,14.73
New Jersey,,2021-03-23,14.75
New Jersey,,2021-03-24,15.41
New Jersey,,2021-03-25,15.83
New Jersey,,2021-03-26,16.27
New Jersey,,2021-03-27,16.79
New Jersey,,2021-03-28,17.32
New Jersey,,2021-03-29,17.64
New Jersey,,2021-03-30,18.17
New Jersey,,2021-03-31,18.68
New Jersey,,2021-04-01,19.48
New Jersey,,2021-04-02,20.23
New Jersey,,2021-04-03,20.82
New Jersey,,2021-04-04,21.28
New Jersey,,2021-04-05,21.51
New Jersey,,2021-04-06,21.94
New Jersey,,2021-04-07,22.61
New Jersey,,2021-04-08,23.39
New Jersey,,2021-04-09,24.24
New Jersey,,2021-04-10,25.18
New Mexico,,2021-01-12,0.54
New Mexico,,2021-01-13,0.59
New Mexico,,2021-01-15,0.89
New Mexico,,2021-01-19,1.11
New Mexico,,2021-01-20,1.18
New Mexico,,2021-01-21,1.29
New Mexico,,2021-01-22,1.4
New Mexico,,2021-01-23,1.58
New Mexico,,2021-01-24,1.66
New Mexico,,2021-01-25,1.69
New Mexico,,2021-01-26,1.71
New Mexico,,2021-01-27,1.83
New Mexico,,2021-01-28,1.99
New Mexico,,2021-01-29,2.24
New Mexico,,2021-01-30,2.39
New Mexico,,2021-01-31,2.69
New Mexico,,2021-02-01,2.87
New Mexico,,2021-02-02,2.9
New Mexico,,2021-02-03,3
New Mexico,,2021-02-04,3.21
New Mexico,,2021-02-05,3.43
New Mexico,,2021-02-06,3.76
New Mexico,,2021-02-07,3.96
New Mexico,,2021-02-08,4.19
New Mexico,,2021-02-09,4.23
New Mexico,,2021-02-10,4.42
New Mexico,,2021-02-11,4.85
New Mexico,,2021-02-12,5.34
New Mexico,,2021-02-13,5.65
New Mexico,,2021-02-14,6.12
New Mexico,,2021-02-16,6.56
New Mexico,,2021-02-17,6.64
New Mexico,,2021-02-18,6.87
New Mexico,,2021-02-19,8.45
New Mexico,,2021-02-20,8.88
New Mexico,,2021-02-21,9.29
New Mexico,,2021-02-22,9.56
New Mexico,,2021-02-23,9.7
New Mexico,,2021-02-24,9.85
New Mexico,,2021-02-25,10.23
New Mexico,,2021-02-26,10.71
New Mexico,,2021-02-27,11.14
New Mexico,,2021-02-28,11.7
New Mexico,,2021-03-01,11.86
New Mexico,,2021-03-02,12.14
New Mexico,,2021-03-03,12.43
New Mexico,,2021-03-04,12.61
New Mexico,,2021-03-05,13.01
New Mexico,,2021-03-06,13.76
New Mexico,,2021-03-07,14.05
New Mexico,,2021-03-08,14.46
New Mexico,,2021-03-09,14.53
New Mexico,,2021-03-10,14.56
New Mexico,,2021-03-11,15.08
New Mexico,,2021-03-12,15.56
New Mexico,,2021-03-13,15.96
New Mexico,,2021-03-14,16.61
New Mexico,,2021-03-15,16.87
New Mexico,,2021-03-16,17.34
New Mexico,,2021-03-17,17.56
New Mexico,,2021-03-18,18.05
New Mexico,,2021-03-19,18.63
New Mexico,,2021-03-20,19.41
New Mexico,,2021-03-21,19.99
New Mexico,,2021-03-22,20.27
New Mexico,,2021-03-23,20.34
New Mexico,,2021-03-24,20.58
New Mexico,,2021-03-25,21
New Mexico,,2021-03-26,21.5
New Mexico,,2021-03-27,22.04
New Mexico,,2021-03-28,22.75
New Mexico,,2021-03-29,23.14
New Mexico,,2021-03-30,23.22
New Mexico,,2021-03-31,23.51
New Mexico,,2021-04-01,23.99
New Mexico,,2021-04-02,24.77
New Mexico,,2021-04-03,25.48
New Mexico,,2021-04-04,25.98
New Mexico,,2021-04-05,26.19
New Mexico,,2021-04-06,26.26
New Mexico,,2021-04-07,26.45
New Mexico,,2021-04-08,27.21
New Mexico,,2021-04-09,28.02
New Mexico,,2021-04-10,28.82
New York State,,2021-01-12,0.19
New York State,,2021-01-13,0.23
New York State,,2021-01-15,0.38
New York State,,2021-01-19,0.53
New York State,,2021-01-20,0.55
New York State,,2021-01-21,0.62
New York State,,2021-01-22,0.73
New York State,,2021-01-23,0.84
New York State,,2021-01-24,0.91
New York State,,2021-01-25,0.95
New York State,,2021-01-26,0.98
New York State,,2021-01-27,1.09
New York State,,2021-01-28,1.23
New York State,,2021-01-29,1.4
New York State,,2021-01-30,1.56
New York State,,2021-01-31,1.7
New York State,,2021-02-01,1.77
New York State,,2021-02-02,1.82
New York State,,2021-02-03,1.89
New York State,,2021-02-04,2
New York State,,2021-02-05,2.19
New York State,,2021-02-06,2.41
New York State,,2021-02-07,2.67
New York State,,2021-02-08,2.85
New York State,,2021-02-09,2.94
New York State,,2021-02-10,3.18
New York State,,2021-02-11,3.43
New York State,,2021-02-12,3.71
New York State,,2021-02-13,4
New York State,,2021-02-14,4.28
New York State,,2021-02-16,4.75
New York State,,2021-02-17,4.91
New York State,,2021-02-18,5.11
New York State,,2021-02-19,5.48
New York State,,2021-02-20,5.74
New York State,,2021-02-21,6
New York State,,2021-02-22,6.2
New York State,,2021-02-23,6.38
New York State,,2021-02-24,6.51
New York State,,2021-02-25,6.64
New York State,,2021-02-26,6.82
New York State,,2021-02-27,7.03
New York State,,2021-02-28,7.35
New York State,,2021-03-01,7.58
New York State,,2021-03-02,7.77
New York State,,2021-03-03,7.94
New York State,,2021-03-04,8.09
New York State,,2021-03-05,8.25
New York State,,2021-03-06,8.45
New York State,,2021-03-07,8.7
New York State,,2021-03-08,9.01
New York State,,2021-03-09,9.21
New York State,,2021-03-10,9.48
New York State,,2021-03-11,9.77
New York State,,2021-03-12,10.04
New York State,,2021-03-13,10.53
New York State,,2021-03-14,10.53
New York State,,2021-03-15,10.83
New York State,,2021-03-16,11.11
New York State,,2021-03-17,11.37
New York State,,2021-03-18,11.62
New York State,,2021-03-19,11.88
New York State,,2021-03-20,12.12
New York State,,2021-03-21,12.42
New York State,,2021-03-22,12.7
New York State,,2021-03-23,13.01
New York State,,2021-03-24,13.34
New York State,,2021-03-25,13.67
New York State,,2021-03-26,14.11
New York State,,2021-03-27,14.63
New York State,,2021-03-28,15.22
